lat,lon
38.722455,139.6867
9.7344995,123.5161
45.422,-83.811
8.5775415,124.75895
60.286265,-1.3742355
15.36634,-61.403035
23.75566,117.50835
51.69151,5.06873
32.285355,119.86
41.52593,-88.08675
38.05321,-122.26015
52.43567,31.02043
13.92379,-90.79073
58.21283,-157.37265
-8.159566,114.4356
35.158375,132.4003
47.532215,7.6739625
-38.44774,145.2399
44.66815,-63.5961
43.6942,7.2865
51.80259,4.686352
32.89762,13.17951
59.326785,-2.890328
49.1782,-2.1133
51.907985,4.398648
-26.902675,-48.662205
43.860025,10.242975
38.01105,24.41845
23.627325,58.57026
34.110455,134.60665
53.792,9.414
33.106135,130.1249
52.241105,4.8368
-8.3420805,122.9922
32.920015,132.6877
49.456,-2.526
33.78746,120.2767
57.61894,11.76457
-1.00082135,100.37575
41.289,-70.0935
62.212,-6.705
36.829445,28.27295
58.6245,16.7965
9.517,-13.7115
42.17623,14.71121
-33.345865,-60.176925
47.70198,-122.6217
51.99789,6.0508745
37.042475,137.8435
31.651255,34.517315
55.948025,-4.7430725
63.091115,27.75172
52.52607,5.44094
3.85,6.966667
37.79704,26.683305
35.49056,24.074755
33.385895,129.43325
42.44797,139.8452
58.066665,11.5
51.869395,4.992395
37.50072,-77.43988
65.59702,-24.00331
9.648308,123.84865
44.26389,8.4487725
41.7458,32.393405
63.05788,7.661462
8.6263395,-79.03603
39.87781,19.57937
52.002915,4.7793115
-29.2605,16.866
66.53821,-18.01509
51.8563,-176.63755
-8.1356045,114.4022
57.75021,11.65234
41.00353,25.12318
37.814775,138.2837
34.456945,133.8992
55.962,11.8455
32.930735,12.1235
22.97985,120.16595
37.2465,27.6
52.9688,-0.0176
12.93869,100.8728
52.3113,5.247345
59.125035,-2.9738985
45.319,13.5595
22.167625,113.45375
-9.4305,159.9575
11.34171,162.32215
45.78225,47.55166
-31.642195,-60.68367
43.41963,-2.7180185
27.692955,-82.71983
44.012,-77.132
28.4865,-13.8545
61.05673,28.3328
19.19688,-104.68245
48.57434,7.775316
43.72101,13.22021
34.61406,135.4404
38.6705,26.74547
-33.85253,151.1597
27.10832,56.07532
34.35683,130.9704
22.301745,113.9423
46.04742,-122.8867
33.937665,130.9238
9.1345125,-77.93216
52.118485,4.449215
51.75634,6.3940855
21.63437,-79.55278
51.794305,5.3431765
50.61122,-1.9522475
-9.0783455,159.2218
47.814165,-122.3849
-8.2240205,-78.988395
40.71915,121.0103
-25.06496,46.96694
57.006295,-5.8246225
60.54158,28.664445
53.16443,6.569375
-6.1225,12.3215
11.584635,104.916
-31.951795,115.8834
51.5959,4.770355
36.76882,11.963455
51.401555,0.54262155
16.89129,73.283705
1.464919,103.80875
57.698925,11.639315
50.015385,8.262259
21.465705,109.07115
35.19908,24.08027
58.866,23.046
52.59102,-9.370973
41.8855,-87.607
33.52723,126.55825
62.848,7.1325
39.726,-75.5335
64.859385,11.28687
49.15,-2.416667
48.33345,16.11495
39.16258,-0.25435925
36.433335,139.1667
40.46027,141.66275
10.6097,107.0125
34.734825,134.19495
-29.272625,114.91885
1.345358,102.1574
16.70456,-62.222095
57.848,18.7875
53.390865,-6.066929
53.118745,-9.6671645
61.214,17.157
39.55724,2.6323715
59.878405,-1.288955
-25.301395,-48.327785
41.232315,9.19487
-12.96113,-38.50755
47.21391,-1.5416555
40.351095,26.687165
61.637065,21.403705
34.76552,136.843
30.420445,-88.89097
4.571377,114.1982
43.457385,-76.513585
48.225135,14.500925
10.247555,-64.590195
47.52025,-57.385135
18.427335,-64.611005
34.631875,138.89175
43.291815,17.017785
59.369685,28.202245
1.5626105,110.38085
58.756445,11.175735
51.445,0.38659675
-27.928125,153.41495
-26.184,-48.6026
51.76222,4.168485
18.41033,-77.110975
51.664655,6.985545
29.98333,-90.4
58.93687,11.170115
37.35174,23.46521
18.529745,-92.65775
40.32615,23.97835
-10.494225,-138.66085
55.751545,-4.8724135
13.2575,-59.643795
27.942,-12.934
59.446,24.768
52.086465,4.8839
37.183025,-1.8206835
58.67001,17.12185
25.823,-77.945445
68.949995,16.66667
17.0208,-61.774075
32.64445,-16.909435
47.772505,-54.012735
52.79283,7.237673
25.408935,51.54313
34.33887,135.186
10.648295,-61.517545
57.472815,-134.5672
22.4604,69.817985
52.329345,5.06679
-8.7665855,-63.91116
9.311876,123.3113
55.422035,13.82507
27.92007,-110.94635
21.04,109.1145
51.3668,6.658659
11.162385,166.8919
32.833165,35.00391
8.560991,81.21772
49.916195,7.066441
52.394175,-6.948835
37.881505,24.732535
39.018295,118.52125
-17.48806,140.8288
12.488205,109.28195
69.63532,18.000195
-5.9993015,12.398675
52.14901,4.777265
34.7804,138.29655
49.29602,1.0288015
4.0650965,9.3956785
51.782785,5.111512
52.66005,-8.6420395
28.9837,50.841415
-35.018375,138.5134
53.133175,8.227043
37.128835,26.850365
70.68453,23.59661
55.550195,-133.0972
56.72279,-5.2432575
-9.97908,-67.8086
-21.10804,149.2285
52.813145,5.00098
53.46667,-2.35
59.4478,-135.33
54.1355,13.764
25.9568,-97.37905
31.38753,130.55
61.233,21.439
34.00935,131.4206
38.40686,141.36665
39.087665,9.0357595
34.346095,136.6961
40.93777,29.10909
60.682995,-0.9688997
43.68985,7.3354365
50.160935,-5.0731995
23.6775,-15.933
-42.84699,147.32305
40.20425,-79.931885
64.498455,-165.43375
42.9975,47.497
-3.34115,-64.70265
-34.95728,-54.948545
58.97745,22.90865
44.235,-76.496
53.579235,-0.073521255
-38.091675,144.52205
47.54916,-2.91369
41.180415,9.3856785
-28.806,32.06
20.04731,110.14945
38.672205,141.4504
16.93134,82.305795
45.339985,-60.998025
9.615486,124.3109
55.796,10.5285
27.152955,56.23988
59.143815,6.1620425
49.442575,1.0509195
37.062855,126.5092
57.865,19.0565
-23.22565,-44.71105
51.81013,5.725285
-36.820925,174.7659
43.39522,16.30209
26.54945,54.887635
24.166865,-110.3276
-23.01183,-44.31065
40.645615,139.92375
45.046315,11.13241
13.134435,100.89535
52.256845,6.178055
8.9495155,-82.1137
38.797325,0.18663775
13.57613,-89.84501
51.567995,6.080565
35.369385,139.87935
55.974,11.3
-33.97361,151.2156
45.894015,-122.8122
60.11165,-149.4479
59.1185,10.2305
4.1646985,100.6153
50.000165,8.3235655
22.803085,113.28325
56.011535,-4.7743055
56.51448,-5.809021
51.92046,4.24853
60.167615,-1.1522395
33.981445,132.77185
68.40039,16.83363
6.0535,125.146
67.67496,53.084965
37.56986,22.79464
38.967685,-74.95821
21.359815,-76.819925
50.416745,7.5636735
38.05556,-122.2456
54.728,8.6855
58.83785,6.169467
5.997552,5.463681
48.116665,16.85
58.356735,11.44869
-13.860245,136.4166
66.14677,-18.898
40.45955,19.461335
42.3435,-79.5945
63.69,20.343
33.716665,135.39035
59.0425,10.0335
27.95,-15.38333
31.97519,120.4193
16.157225,-95.205035
41.73806,12.246875
38.71632,125.40025
69.667,19.01035
38.72172,-27.056225
33.71773,10.74244
29.3663,48.001725
-21.843255,-41.00089
29.98839,48.470995
52.640235,-9.0594765
12.92679,74.806165
51.73085,5.14098
52.303655,8.920298
46.142745,-60.1992
39.353,22.963655
5.331473,103.12925
28.3547,121.6226
50.097795,-5.1299285
-38.994075,174.2334
52.003665,7.65927
1.725794,128.01725
50.9275,6.976
38.055615,-122.22245
59.05,11.16667
68.415,15.9995
42.5845,-87.8115
48.9835,140.2865
54.69365,-1.1939385
38.809095,-77.035195
64.90357,11.281135
28.671,-17.7645
33.482465,132.3524
34.610025,-87.012405
34.14877,135.1946
42.5977,-8.775203
3.9749415,7.7771905
38.09946,-122.2626
52.374655,4.64187
50.46895,3.71065
51.65347,6.601882
-28.46885,-71.24089
14.46063,-60.875
-4.4551805,-37.786015
41.05049,39.26977
30.00296,-93.947355
58.9871,-2.959071
58.70098,11.21016
51.458615,140.76715
-29.881,31.0265
35.95,14.4
24.87291,53.089715
43.723215,15.799615
31.798005,131.47445
20.65911,-105.24275
36.83448,11.93954
-31.78297,-52.33249
42.760625,-8.9466095
36.102255,133.0899
58.72011,-69.89039
46.331,30.659
36.342715,25.77095
41.434625,2.2420665
38.042785,-122.1369
48.51979,-59.027135
70.95,27.3415
22.575,114.2765
55.094,10.235
46.62961,32.62399
-32.053,115.742
1.3855,103.541
30.99531,-114.8244
49.229875,143.11675
57.116665,12.23333
50.824315,6.9962865
-36.879555,174.89955
53.24443,6.97438
10.22168,169.97905
58.875995,14.90442
47.522295,42.182005
-5.4803245,105.29475
-24.89648,113.6543
47.683335,7.5
51.397,3.568
50.736865,7.1044635
55.466,8.442
64.1735,-51.7211
52.7715,0.19757085
49.975945,9.08634
35.516725,132.936
-27.055075,-70.825165
43.7775,-86.4285
42.51181,18.693325
45.440565,29.258225
6.0316095,80.230025
45.556105,-1.0608305
38.01307,125.71
8.5102765,-77.275425
-35.35661,150.4784
32.653655,-117.1141
31.284275,131.0796
53.16857,7.3637365
51.559525,-2.983841
50.94378,3.1396205
0.32701315,127.8743
51.738695,5.850195
20.909,-17.0415
45.130745,14.284735
51.682805,5.00109
-25.274075,-57.608305
45.4164,28.287875
-1.4185175,-48.489195
50.76079,3.450737
42.932635,10.54896
44.629,-86.238
-4.5655165,-81.27935
25.07441,34.896055
60.01349,23.9247
47.755875,18.52273
33.603005,131.71665
57.334035,23.12227
44.16857,8.3410265
63.286285,18.71469
12.48689,-61.463315
34.322485,129.27575
11.54785,-72.918915
-20.829055,116.19235
35.92137,120.15745
38.200255,15.56347
34.70137,136.97445
36.815355,-2.5600145
52.469295,4.631525
46.6295,31.015595
34.654695,129.47295
11.051525,124.3814
43.28502,16.867535
45.99365,18.69101
-45.856,-67.465
51.84425,4.64002
-38.924,-62.0705
52.314225,10.48186
60.254305,25.389085
55.920695,-129.99435
36.789425,53.943555
29.540795,34.948405
32.06162,23.98835
55.332,11.1435
37.78858,12.438925
39.255285,141.9058
18.724465,-64.382845
20.03351,-155.82865
9.5034555,125.87735
-2.554805,-44.36897
-8.266574,111.3676
51.592945,4.52936
51.060155,5.81458
27.81227,128.89135
-16.446625,-152.2619
53.17158,6.97216
51.897115,4.5588065
59.25,10.73333
-3.1440285,-59.99597
42.1768,139.52325
64.65893,-14.279555
-5.9591795,106.1089
53.22389,6.56856
-1.4595,-56.3745
49.162335,142.05455
-34.152125,-58.95755
49.0215,12.101
-0.900944,-89.611345
52.509845,6.252285
10.39457,107.0985
50.475615,30.55092
69.348,17.0865
56.0265,12.6975
49.95,-6.35
45.948975,-0.95389915
36.1438,-5.36475
56.50948,-6.7998075
12.203715,109.1971
51.139105,2.7480785
-19.25289,146.8348
57.508,22.812
50.0877,8.59585
52.788985,4.799995
43.4415,-79.6685
33.074965,129.67075
33.41318,131.65025
-8.5645,13.362
38.90723,22.616655
-3.044864,120.24795
44.878625,141.7407
59.037525,5.665426
45.8895,-73.268
51.70992,4.69853
45.06094,11.20159
39.87213,25.265295
-17.5208,146.05035
35.522935,133.2639
33.56768,131.73705
48.004,-122.205
6.5519575,124.04905
28.1,-15.41667
41.906415,-80.787705
50.50022,3.446975
49.52387,0.7247347
24.53195,53.341885
30.354205,-88.54414
26.2012,50.667895
36.68401,36.17972
-3.243,-80.013
-41.1815,146.3655
34.204885,133.11165
20.82223,86.95074
47.29299,-2.5080735
-25.93038,113.5321
40.338785,49.91616
34.517185,129.31215
41.74369,141.07625
29.12,-90.20738
39.091725,23.06667
18.06335,-63.08796
-34.438655,-58.52901
29.357,-10.197
35.45382,132.75195
31.184245,29.875605
35.11321,-2.2951865
52.401075,9.465387
34.215175,136.39285
51.24057,4.449056
18.226,109.50625
-16.708385,177.5791
38.67009,-9.2494205
12.18845,-69.026155
44.761615,-66.748635
-16.77734,179.333
36.721035,25.26753
42.40034,-8.6953115
30.38178,-88.238495
46.3869,-63.787805
52.41803,4.683315
45.331,-80.0375
37.77395,-122.3963
57.869465,-152.8698
14.29566,-91.91587
43.105585,-9.214585
33.671745,135.9819
45.124445,-0.66601225
50.41837,7.5423985
-25.8649,-48.585235
64.523485,34.809495
59.350075,24.045505
8.562029,123.3274
53.0389,7.316621
36.82997,-2.473452
13.722625,123.58465
66.4535,-15.9435
55.20235,-6.9844415
62.106,-6.9185
42.101265,11.777715
42.73333,10.23333
1.3629485,104.24655
8.623252,-83.155235
7.3514435,124.22365
50.735665,-1.15906
49.140955,-55.347575
70.6385,23.6595
55.47594,-133.1441
48.813,12.9595
38.031215,-122.1255
46.80629,-71.197775
40.334695,23.92068
-27.702795,114.1654
51.51371,5.5929035
-20.29118,44.282285
20.769825,-105.5172
32.943575,132.59795
38.886225,22.806845
23.43178,117.0027
62.00223,-6.7686305
40.21418,24.2214
1.0651835,104.21635
38.48494,-75.823165
41.386435,129.77605
37.476,122.21395
40.812315,-73.983755
37.04125,25.0861
50.41856,-5.08285
22.48266,-78.308405
45.23259,28.12457
59.31219,14.07091
16.760665,-22.891945
49.686075,-123.1627
-3.114462,152.6464
35.19448,25.7185
52.172715,5.014365
53.074365,5.80163
27.19037,-112.08575
61.128655,5.3372955
51.785075,4.6183835
47.296755,-53.98596
-8.941,39.507
5.2983915,-4.01993
38.52306,-28.321855
67.57402,-164.06775
50.679225,156.14055
57.7,11.66667
0.91877815,104.4406
28.1452,129.30985
24.775325,52.5631
58.3475,11.9065
54.471,9.0325
38.03857,-121.88435
45.329835,28.826115
13.7205,-60.9565
-3.279001,116.1133
15.781435,-88.04349
-13.263295,-76.31662
39.41685,20.099125
49.005995,1.6789575
55.86,12.8315
59.01261,5.6421555
56.699,8.221
27.584975,120.5755
45.47013,28.20697
59.77985,5.50625
37.8687,27.2556
43.118105,5.9177845
49.64396,142.1605
32.338565,131.61435
-0.536316,166.94095
31.97386,119.99595
13.485955,100.98425
58.90842,-3.023987
65.39468,-20.946935
36.159805,-86.76921
26.525,-78.765
-8.3700195,123.4064
27.7535,-15.687
32.073635,23.98058
43.20639,141.2916
43.39715,4.983213
38.365025,22.68356
37.856075,-122.4773
55.78321,-4.8992705
11.60146,43.11104
39.47695,-80.13565
11.07191,124.01125
52.98132,10.579405
50.751005,3.4107715
35.053435,139.0796
50.65905,5.64558
54.12,8.857
51.18268,5.961295
46.17995,30.375655
-28.219385,-48.65481
-3.6885985,128.18115
-53.302525,-70.400475
47.558635,-122.5392
54.469,9.8575
33.27816,133.2471
38.4743,14.9595
25.31749,60.605475
41.1725,-73.1725
-15.68151,-38.950395
59.988,29.7595
51.871115,5.068555
46.50001,-1.790944
33.19259,129.65405
45.024105,14.57723
-5.050633,39.12609
38.45494,15.901825
51.79735,4.488485
3.887549,-77.063125
53.095,7.3765
10.866775,-64.06201
28.480055,-16.23424
42.027505,-82.73227
54.64989,-3.568478
39.57424,-75.48202
10.75947,79.85112
34.499055,136.8984
59.2346,6.168209
36.17531,-5.4199435
41.14407,-8.6414315
12.149755,-68.32123
52.227935,11.709525
57.267,16.468
45.29944,141.0493
36.39856,126.47815
6.344,2.428
34.03314,132.83555
42.971805,-82.41131
9.345102,-79.90707
43.68805,15.70556
34.884985,136.6343
43.10501,5.891487
36.566665,138.0667
53.377215,-3.003516
55.13007,-1.505457
58.73942,-2.9709435
43.9535,-78.1665
46.970155,18.945495
56.00645,-3.3586835
53.50449,7.1029395
43.281145,145.5761
47.797,18.7325
52.21738,6.88412
47.793885,-4.2793635
51.381545,4.031927
47.204255,-1.7601495
33.969525,131.1655
32.918905,35.066665
42.45244,18.531405
43.600485,51.228735
45.7323,4.8395635
33.27106,132.53755
43.294,-79.829
59.11618,6.001024
33.87234,135.15165
58.5098,13.167835
33.497105,131.73515
39.09703,-84.52237
50.76784,14.2091
42.397275,-8.803478
19.07729,-104.3225
44.269975,28.548745
47.7595,-53.98994
27.851,-97.2105
49.36466,0.080822785
53.279625,6.151095
51.716445,4.28358
58.535705,22.237745
13.151325,123.7642
36.9145,3.917
39.53333,-0.35
52.760545,0.39363745
-2.575769,112.9841
44.1455,-87.5645
22.95632,113.5001
51.56464,3.69561
37.161,9.8095
-45.876725,170.5185
35.20811,-75.703225
48.35155,16.24235
-9.531517,160.48895
60.7095,28.734
37.963155,23.52893
20.89654,-156.4726
52.555795,4.843215
50.28594,7.613974
36.605255,-121.89155
31.5544,-91.4229
-8.12568,144.5732
40.515645,-74.24766
3.7841385,98.688805
-38.476275,145.02795
58.72033,9.2420765
45.02,14.6255
34.594165,135.0159
38.96904,117.73725
40.030715,15.27702
54.853,10.5235
45.49582,10.60627
-7.7226575,108.99565
52.621075,6.049485
-33.02,17.979
46.195,-82.698
10.24434,-64.558365
54.98333,-1.45
59.665845,5.652532
42.308,-87.827
54.13283,-165.78315
12.16839,-83.05286
57.49838,-1.781907
45.2155,14.54258
60.342595,-1.0275605
48.17205,15.093
15.608405,39.46306
34.41534,134.77985
-34.003725,151.2111
54.09983,-6.2598715
15.572565,-61.4646
63.37876,8.20103
16.33511,-61.69746
22.567205,113.47
47.5615,-52.6971
34.200515,-77.9566
33.23679,126.3308
67.080695,32.34131
-32.023255,115.77125
-8.449323,118.7175
29.66484,-91.113305
46.347925,-62.25083
58.453685,1.889201
30.54325,47.80325
54.89205,10.41329
31.53542,130.5575
71.0375,27.8435
-19.86554,148.0835
45.010025,12.203235
38.626855,20.60513
53.39541,10.173195
55.0985,14.69
40.099675,19.745395
48.841875,-67.574615
16.9692,-88.2193
61.23349,73.493385
37.14489,136.6992
53.3228,-2.9493205
46.547,-87.3715
60.6295,-0.9308047
-22.75921,-41.900095
-34.0505,18.3475
57.055445,-6.4921045
45.929195,-1.0056375
35.005535,139.85145
66.130635,-23.523875
51.80366,1.0266065
-39.05487,174.04105
-4.7864475,11.833135
55.491,9.489
54.336515,48.46859
54.585,16.8545
12.481165,-87.17016
37.392805,24.394415
62.103,7.193
30.18094,-93.296745
54.967615,-5.0214925
55.9115,10.259
44.944265,-93.07711
58.6175,16.2235
29.026945,48.20633
65.946585,-18.35468
52.44853,4.91002
53.994485,10.82086
29.926545,121.8525
58.0792,8.0052785
36.20171,29.628935
44.705045,-75.486845
46.97926,-123.8846
29.735125,122.13845
41.249675,140.36655
15.75393,119.8918
24.8271,66.9845
51.10695,4.3148485
-22.71991,-70.28694
55.701,12.609
36.894645,27.29524
51.2114,6.7027
44.069855,15.28279
16.49329,97.62471
44.231365,8.424325
66.048675,-23.508425
33.8722,-7.0491885
24.158875,52.732105
52.16652,5.37831
49.37078,-1.7891225
60.47041,7.062865
36.03333,140.2167
63.860535,-21.368235
-31.993085,115.5403
45.09892,-87.60884
34.240225,134.39805
51.390495,0.5182773
-15.23881,-75.238965
52.584435,14.64469
46.14458,-1.166586
54.05863,-5.994893
61.84222,6.80706
64.02095,-22.55168
59.228755,5.444455
-20.347765,148.9498
51.896495,4.621565
42.118295,3.146738
38.566665,23.6
52.97335,5.61025
52.47382,1.736086
27.035,49.6795
52.91126,5.456165
44.70503,14.89623
37.636855,120.278
36.901,7.7703695
54.37815,18.67575
39.13825,23.64362
43.262825,-8.963887
44.107405,-69.106275
10.68587,-61.602055
34.534705,129.341
43.403615,3.708766
47.75075,18.1192
40.68051,141.4373
44.949375,12.333355
39.75331,19.63328
69.5085,17.90584
48.73842,-69.05096
36.483335,139
20.052635,110.27885
49.800245,9.1585635
18.772375,-95.75924
35.8385,-0.2675
9.987744,-83.024585
34.4065,-119.6875
38.66232,20.762035
42.734315,-73.693535
38.533735,141.50885
-4.839121,136.80725
-8.512,115.526
33.911245,135.08225
-17.646765,-71.351965
56.87992,37.380425
64.51754,11.47633
45.2075,-65.986
60.55346,5.26774
49.31177,1.2387685
37.78039,20.90346
18.44733,-73.09882
45.073005,11.14208
9.160314,99.34876
53.56252,14.588815
40.000465,3.8331395
28.96922,34.66789
52.676775,5.9573
0.6700648,101.63315
33.87879,130.8048
55.279,14.803
49.22556,-0.29491425
-43.77399,-72.95147
33.732195,134.54455
4.410943,113.9837
57.712145,11.68356
-15.47387,145.2481
-33.804,25.69
66.9415,-53.6685
53.3455,-6.2069385
-12.166,44.391
39.62923,-79.966305
27.902965,-114.1538
52.591715,1.7257165
44.35257,8.5679505
48.84664,2.332535
13.05743,-59.538825
34.26197,132.4067
-5.7523835,134.2115
24.30158,121.76085
25.96127,56.053565
55.21104,11.19797
25.715785,119.35825
43.80047,28.57381
38.494575,-8.8419685
40.82544,14.1173
51.97029,5.667195
56.156,10.66825
51.93638,4.6326035
-0.7095,8.7905
20.620525,-87.0722
50.12595,8.85715
56.9945,24.1045
16.8853,-24.996355
19.96563,110.0267
9.7261895,118.734
51.886,4.356
34.692855,135.39025
51.707805,4.81064
12.254715,-71.96002
-39.823765,-73.248425
-32.30269,-58.09549
39.940225,9.7010985
50.78333,-1.6
40.75082,29.839595
59.35316,17.96772
59.03109,-2.9076005
-22.960995,-43.735545
9.34694,-82.244555
41.676,-88.01
52.224185,4.931275
27.730175,52.170385
-36.839825,175.7053
-12.751945,-38.62173
4.9865,-9.0405
42.6155,-82.5355
49.99792,8.34993
46.20771,-60.245685
50.827605,2.211029
1.9630785,118.147
17.63031,42.10031
49.35318,0.93537175
35.53677,134.1948
45.987245,-83.8777
58.21495,22.39475
60.86398,7.1236895
39.126115,23.734005
35.1395,33.952
57.68339,-4.0382825
58.88441,11.139505
54.73196,-5.7382965
45.568965,-122.73395
39.039895,-84.392855
-10.93005,-37.04315
19.393865,37.3233
43.34222,145.5809
34.20378,136.34115
36.91936,50.682335
-5.9446335,105.9917
41.5885,-71.2865
34.437095,133.79685
41.790255,140.70595
34.864735,138.3289
44.70535,14.861385
40.69149,29.43379
62.417365,-77.903795
-3.2538075,116.1999
34.603895,136.55945
51.6445,3.918
42.794395,-80.05428
44.30677,9.337989
28.888265,105.4296
25.046765,61.73911
-25.4443,-48.68925
-23.59876,150.855
52.752945,4.6823895
-6.740218,108.6105
30.91488,117.7607
40.99438,-3.6335115
59.13031,-2.986086
-26.897025,-48.66268
58.800355,17.83599
26.6842,55.89346
-3.27783,127.0877
-3.214667,40.12716
57.0695,9.986
16.177185,-22.924285
39.86255,8.552942
35.97924,126.5844
6.4395,3.3585
55.013155,82.9109
0.797633,117.8892
11.09705,123.955
51.738,3.8475
35.3062,139.31925
32.60688,130.1932
42.6385,-80.8065
46.237045,-63.12972
48.1339,-69.186095
50.08565,-5.314851
9.390643,-79.814795
8.87532,76.581485
43.320465,-1.914386
25.21042,55.242565
34.850825,138.773
51.373845,6.720929
33.95915,135.10615
56.7942,8.8675005
53.220765,50.15053
56.687975,-6.0935925
51.887885,5.4424675
69.9415,22.034625
7.854817,98.39805
-26.23595,-48.6314
18.417,-70.019
58.91633,-3.312028
43.700095,15.832385
6.0379685,171.94575
2.485982,96.38778
43.543105,-6.723547
42.7103,17.912445
51.55252,3.8114675
68.498,14.8065
63.983385,-22.396235
40.930185,-73.9022
37.77682,-87.93277
7.0666955,171.55585
23.13009,-82.341115
55.688125,14.228095
-33.8625,-58.419945
62.589,6.92
65.6935,-18.09049
39.07015,26.88526
36.422,140.6255
23.559345,119.56945
47.80154,-4.1805925
35.516715,23.63855
43.748995,23.95704
64.24867,-15.200115
47.61278,-57.61398
43.35376,-8.370495
-30.738785,-59.648285
44.61626,22.652095
-20.6513,115.5797
-24.7675,152.3895
58.59781,11.282
58.206905,-6.3841505
47.069665,37.5367
50.644085,3.041401
52.37075,4.878955
52.26521,6.79056
38.2578,22.085175
21.42751,-71.146515
40.694145,29.61249
43.022,-87.895
56.655,12.858
25.950655,-80.142605
36.26738,23.071805
41.4265,-88.1875
-33.636095,115.36685
7.062307,-73.879025
29.55722,50.513765
29.039365,48.167875
50.4401,4.471264
60.095715,23.55308
55.72874,37.596965
5.4513505,95.241695
37.646125,21.32386
44.512,-88.018
33.97511,133.2918
48.31606,-4.285473
32.809205,130.35975
32.08156,130.1879
-32.09028,-52.1315
47.64053,-2.9521
27.074,-13.434295
38.279515,16.30261
37.944235,-8.866331
65.423845,-22.20706
40.78022,24.70741
40.44355,-79.995915
33.95041,132.1287
45.43648,12.28866
56.3022,10.8658
52.267715,5.052095
53.70311,7.705386
42.883,-78.8705
-33.64799,151.306
34.18164,132.88685
37.324375,26.547
58.91722,-3.183631
-41.865455,-73.8335
-18.152055,49.4175
37.11359,15.266005
56.898765,-154.24805
60.810755,5.0325965
5.946546,-56.986555
36.675105,25.144365
55.350995,-131.68575
34.06283,133.0149
34.67617,129.47455
43.736025,-7.866431
42.248615,-8.7907475
43.40323,5.0149185
58.903645,11.01946
60.37705,6.7183115
62.3525,21.2125
48.432725,-71.057785
57.596225,-7.153087
55.423,10.3985
53.260455,6.468594
31.356605,27.220255
18.15061,-65.44427
14.67911,-60.935475
54.15196,9.372647
11.60423,102.9752
38.373595,141.44675
21.594875,-158.10515
